time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),label_guodu,label_start
62.255,1.0273,-0.4619,0.0186,-35.0342,32.7148,-120.8496,0,0
62.26,0.9985,-0.4741,0.0166,-40.7104,28.8696,-126.9531,0,0
62.265,0.9727,-0.4653,0.0229,-46.0205,23.1323,-132.5684,0,0
62.27,0.9614,-0.4453,0.0566,-51.6968,16.2354,-138.3667,0,0
62.275,0.9502,-0.4282,0.1348,-58.1665,12.6953,-144.165,0,0
62.28,0.9043,-0.4351,0.2129,-62.6831,6.5918,-149.7803,0,0
62.285,0.877,-0.4434,0.3247,-64.5752,-2.2583,-155.5176,0,0
62.29,0.8413,-0.4355,0.4224,-64.9414,-9.5215,-160.0952,0,0
62.295,0.8252,-0.416,0.5293,-65.0635,-14.8315,-164.7949,0,0
62.3,0.7964,-0.3901,0.624,-64.209,-16.9067,-169.3726,0,0
62.305,0.7729,-0.3823,0.7212,-62.8662,-18.4937,-174.3774,0,0
62.31,0.7388,-0.3657,0.8032,-61.5234,-19.4702,-179.5654,0,0
62.315,0.7012,-0.3643,0.8809,-59.2041,-18.9209,-184.3872,0,0
62.32,0.6533,-0.3574,0.9194,-56.3965,-17.9443,-189.27,0,0
62.325,0.5981,-0.3418,0.9307,-54.5654,-17.7612,-193.6035,0,0
62.33,0.5405,-0.3374,0.9307,-54.0161,-18.2495,-197.7539,0,0
62.335,0.4824,-0.3511,0.9668,-55.2368,-19.043,-201.9043,0,0
62.34,0.4111,-0.3887,1.0317,-56.0913,-20.5078,-205.5664,0,0
62.345,0.3179,-0.4399,1.0889,-55.3589,-23.9868,-208.6182,0,0
62.35,0.2295,-0.4619,1.1494,-53.894,-29.2969,-210.4492,0,0
62.355,0.1455,-0.4595,1.2358,-53.5889,-33.9355,-211.3647,0,0
62.36,0.061,-0.4678,1.3584,-54.0771,-36.2549,-211.853,0,0
62.365,-0.0342,-0.5034,1.5161,-53.5889,-36.5601,-211.6089,0,0
62.37,-0.1353,-0.5522,1.6841,-51.5137,-34.8511,-210.3882,0,0
62.375,-0.2344,-0.5669,1.8511,-48.0957,-30.9448,-208.0688,0,0
62.38,-0.3237,-0.5532,2.0078,-43.7622,-23.3154,-205.0781,0,0
62.385,-0.4165,-0.5278,2.1499,-38.269,-11.8408,-200.9277,0,0
62.39,-0.5156,-0.501,2.2598,-32.1045,1.2817,-196.106,0,0
62.395,-0.6099,-0.4727,2.3496,-25.3296,15.0146,-190.7959,0,0
62.4,-0.7065,-0.4414,2.394,-18.1274,29.2969,-184.2651,0,0
62.405,-0.8159,-0.4038,2.394,-10.376,41.5649,-176.8799,0,0
62.41,-0.8853,-0.3682,2.373,-1.6479,51.0864,-169.7998,0,0
62.415,-0.9604,-0.3477,2.3374,6.4697,58.5938,-162.1094,0,0
62.42,-1.0469,-0.3301,2.2813,14.2212,62.7441,-154.541,0,0
62.425,-1.1289,-0.3145,2.2153,22.583,61.7065,-146.1182,0,0
62.43,-1.2021,-0.3066,2.1479,31.0059,55.7861,-137.146,0,0
62.435,-1.2612,-0.2925,2.0728,39.5508,46.5088,-127.5024,0,0
62.44,-1.3179,-0.2744,2.0044,47.1191,33.6914,-117.7368,0,0
62.445,-1.3413,-0.2705,1.9731,52.8564,20.2026,-108.2153,0,0
62.45,-1.3506,-0.2871,1.978,58.6548,4.7607,-98.3276,0,0
62.455,-1.3545,-0.3032,2.0005,64.3311,-10.1318,-88.0737,0,0
62.46,-1.3423,-0.3081,2.0352,70.0073,-23.9868,-78.3691,0,0
62.465,-1.3164,-0.3071,2.0776,75.3174,-35.4614,-68.9087,0,0
62.47,-1.2813,-0.3008,2.1323,80.0171,-42.9077,-60.0586,0,0
62.475,-1.2495,-0.2915,2.1836,84.8999,-47.1191,-51.4526,0,0
62.48,-1.208,-0.2749,2.23,89.7217,-48.4009,-43.2129,0,0
62.485,-1.1626,-0.2476,2.2612,94.2993,-46.6309,-35.4614,0,0
62.49,-1.1201,-0.2207,2.2754,98.8159,-42.1143,-28.5034,0,0
62.495,-1.0845,-0.1934,2.2744,103.1494,-36.0107,-21.9116,0,0
62.5,-1.0469,-0.1807,2.2554,107.5439,-29.0527,-15.564,0,0
62.505,-1.0103,-0.1699,2.229,111.8774,-21.7285,-9.3994,0,0
62.51,-0.9736,-0.1587,2.1973,117.3706,-14.6484,-3.2959,0,0
62.515,-0.9448,-0.1475,2.1353,123.6572,-8.8501,2.6245,0,0
62.52,-0.9097,-0.123,2.0762,130.0659,-4.0283,8.7891,0,0
62.525,-0.8726,-0.0996,2.0015,137.146,0.1831,15.4419,0,0
62.53,-0.8281,-0.0781,1.9141,143.6157,3.54,22.2778,0,0
62.535,-0.7656,-0.0703,1.8433,150.3906,6.1035,29.2358,0,0
62.54,-0.6934,-0.0732,1.7612,156.7993,8.728,35.5835,0,0
62.545,-0.6226,-0.0703,1.6797,163.3301,11.1694,41.3208,0,0
62.55,-0.5488,-0.061,1.5811,170.166,12.5732,46.6919,0,0
62.555,-0.4673,-0.0479,1.481,175.8423,13.916,51.3306,0,0
62.56,-0.3799,-0.0415,1.3906,180.481,16.4795,55.1147,0,0
62.565,-0.2959,-0.0371,1.2944,183.96,19.3481,58.5938,0,0
62.57,-0.2041,-0.0425,1.1914,187.6221,21.0571,61.2793,0,0
62.575,-0.1084,-0.0537,1.083,190.4907,22.644,62.3779,0,0
62.58,-0.0137,-0.0645,0.9746,192.5049,24.8413,62.2559,0,0
62.585,0.0728,-0.0654,0.8608,193.3594,27.2217,60.9131,0,0
62.59,0.1479,-0.0381,0.7495,193.9087,28.0151,58.0444,0,0
62.595,0.2129,-0.0049,0.6436,193.1152,28.3203,54.0161,0,0
62.6,0.2749,0.0234,0.5571,191.6504,28.4424,49.1943,0,0
62.605,0.3149,0.0391,0.4761,189.7583,29.6631,44.2505,0,0
62.61,0.3403,0.0332,0.3965,187.8662,30.6396,39.7949,0,0
62.615,0.3691,0.0371,0.314,186.3403,30.2124,35.8276,0,0
62.62,0.3931,0.0703,0.2085,184.6313,28.7476,31.7993,0,0
62.625,0.4248,0.1138,0.126,182.0068,27.1606,27.1606,0,0
62.63,0.4502,0.1362,0.0576,177.5513,27.2217,22.644,0,0
62.635,0.4585,0.1313,-0.0063,172.7295,27.832,18.2495,0,0
62.64,0.4736,0.1401,-0.0542,167.6636,27.8931,14.4043,0,0
62.645,0.4727,0.1426,-0.1436,163.5132,23.8037,10.6812,0,0
62.65,0.542,0.1523,-0.1201,157.2876,26.7944,5.9814,0,0
62.655,0.502,0.1265,-0.1992,151.1841,30.7007,2.6245,0,0
62.66,0.4888,0.0962,-0.2563,146.6675,28.8696,-0.4883,0,0
62.665,0.5059,0.0806,-0.3018,141.5405,24.9634,-3.418,0,0
62.67,0.5215,0.1196,-0.3516,134.9487,23.9868,0.3052,0,0
62.675,0.4951,0.0996,-0.4365,129.1504,23.0713,-7.8735,0,0
62.68,0.4707,0.1064,-0.5361,119.9341,25.8789,-9.9487,0,0
62.685,0.4849,0.0898,-0.6025,111.8774,16.6626,-11.5967,0,0
62.69,0.4365,0.0732,-0.6333,101.6846,12.3901,-12.0239,0,0
62.695,0.4497,0.0713,-0.6558,92.041,6.7749,-11.4746,0,0
62.7,0.4141,0.0767,-0.6401,82.6416,1.1597,-10.3149,0,0
62.705,0.4248,0.0767,-0.6387,72.3877,-2.9297,-9.9487,0,0
62.71,0.3989,0.0869,-0.6226,63.1714,-7.6904,-9.7656,0,0
62.715,0.4243,0.1089,-0.6108,53.1006,-10.1318,-8.3008,0,0
62.72,0.4033,0.105,-0.6016,42.9688,-11.9019,-6.5918,0,0
62.725,0.4038,0.1074,-0.5781,33.3252,-12.6953,-5.3711,0,0
62.73,0.3955,0.1011,-0.5459,25.4517,-13.4277,-3.7842,0,0
62.735,0.3994,0.0903,-0.5132,18.6768,-13.3667,-2.1973,0,0
62.74,0.4102,0.0771,-0.4849,12.5732,-12.2681,-0.5493,0,0
62.745,0.4214,0.0747,-0.4702,6.7749,-10.6201,0.3052,0,0
62.75,0.438,0.0747,-0.4692,1.8311,-8.3618,0.8545,0,0
62.755,0.4546,0.0938,-0.4414,-2.5024,-6.3477,1.2207,0,0
62.76,0.4556,0.0815,-0.4473,-6.1646,-3.479,1.5259,0,0
62.765,0.4639,0.0762,-0.4629,-8.7891,-2.8687,1.1597,0,0
62.77,0.4604,0.0596,-0.4917,-11.6577,-2.6855,0.3662,0,0
62.775,0.4692,0.042,-0.5308,-14.2822,-4.6997,-0.7935,0,0
62.78,0.4746,0.0239,-0.5513,-17.0898,-7.6904,-2.1362,0,0
62.785,0.4727,0.0186,-0.5688,-20.0806,-10.6201,-4.1504,0,0
62.79,0.4766,0.0088,-0.583,-23.5596,-13.1226,-6.1035,0,0
62.795,0.4634,-0.0078,-0.5894,-27.6489,-14.7095,-7.7515,0,0
62.8,0.4595,-0.0127,-0.5928,-31.6772,-17.5171,-9.2773,0,0
62.805,0.4429,0,-0.5786,-37.1704,-19.8975,-10.498,0,0
62.81,0.3965,-0.0454,-0.5957,-40.2832,-21.4844,-11.1084,0,0
62.815,0.437,-0.0757,-0.5864,-45.166,-26.8555,-12.3291,0,0
62.82,0.3828,-0.0845,-0.5952,-50.6592,-28.3203,-12.7563,0,0
62.825,0.3857,-0.0952,-0.585,-56.2134,-30.0293,-12.8174,0,0
62.83,0.3657,-0.1167,-0.561,-62.1948,-31.9824,-12.7563,0,0
62.835,0.3501,-0.1343,-0.5361,-67.3828,-33.1421,-12.4512,0,0
62.84,0.3311,-0.1626,-0.5,-72.6929,-34.668,-11.7798,0,0
62.845,0.3125,-0.1777,-0.4482,-77.1484,-35.7666,-11.6577,0,0
62.85,0.293,-0.1855,-0.3818,-80.6274,-35.4004,-10.8032,0,0
62.855,0.2749,-0.1953,-0.3159,-84.2896,-31.9824,-9.4604,0,0
62.86,0.2559,-0.2007,-0.248,-87.5244,-26.4893,-7.4463,0,0
62.865,0.229,-0.2056,-0.1963,-90.5762,-19.4092,-4.8828,0,0
62.87,0.207,-0.208,-0.1426,-93.1396,-11.7798,-2.1973,0,0
62.875,0.1899,-0.2119,-0.0938,-95.0317,-3.479,0.6714,0,0
62.88,0.1821,-0.2119,-0.0527,-96.5576,5.127,3.479,0,0
62.885,0.3574,-0.165,0.1016,-102.1118,32.8369,4.1504,0,0
62.89,0.1294,-0.3086,-0.0107,-100.647,20.6299,8.0566,0,0
62.895,0.1904,-0.2578,0.022,-97.3511,18.6768,10.1318,0,0
62.9,0.293,-0.2344,0.0405,-98.7549,40.3442,9.7046,0,0
62.905,0.2485,-0.2563,-0.0625,-101.4404,47.6074,10.3149,0,0
62.91,0.2036,-0.2178,-0.1514,-105.2856,54.7485,8.728,0,0
62.915,0.2275,-0.2134,-0.2109,-107.2998,47.1191,5.7373,0,0
62.92,0.3306,-0.1963,-0.2305,-112.4268,49.6216,2.4414,0,0
62.925,0.1987,-0.2114,-0.272,-118.4692,43.396,-0.7324,0,0
62.93,0.2437,-0.2002,-0.2783,-123.4741,38.3301,-5.5542,0,0
62.935,0.2178,-0.2251,-0.2783,-128.0518,27.0996,-9.5215,0,0
62.94,0.2026,-0.2378,-0.2769,-133.3008,18.0054,-13.4888,0,0
62.945,0.1797,-0.2583,-0.2617,-138.1836,6.1646,-17.395,0,0
62.95,0.1577,-0.2666,-0.2271,-142.7612,-5.7983,-20.752,0,0
62.955,0.1323,-0.2944,-0.1494,-146.9727,-18.8599,-23.8647,0,0
62.96,0.0317,-0.3511,-0.1245,-154.0527,-23.1323,-26.1841,0,0
62.965,0.0654,-0.3262,-0.0181,-155.4565,-43.9453,-28.9917,0,0
62.97,0.1025,-0.3228,0.1592,-158.3252,-56.3354,-31.189,0,0
62.975,0.1006,-0.3276,0.3047,-163.5132,-57.8613,-32.4707,0,0
62.98,0.0771,-0.3276,0.4248,-166.4429,-57.8613,-33.3252,0,0
62.985,0.0469,-0.3188,0.5366,-166.5039,-63.1104,-34.729,0,0
62.99,0.0552,-0.3057,0.6768,-164.917,-67.627,-36.499,0,0
62.995,0.0552,-0.2734,0.8013,-163.7573,-63.9648,-37.9639,0,0
63,0.0352,-0.2593,0.9219,-165.4663,-54.2603,-39.3066,0,0
63.005,-0.0166,-0.3882,1.0239,-158.6914,-42.0532,-40.1611,0,0
63.01,-0.0288,-0.3716,1.1611,-165.0391,-30.3955,-39.0015,0,0
63.015,-0.0347,-0.3716,1.2891,-176.1475,-14.3433,-37.4146,0,0
63.02,-0.0527,-0.3491,1.395,-177.7954,12.8174,-33.02,0,0
63.025,-0.0767,-0.3965,1.438,-182.8613,35.7666,-28.9307,0,0
63.03,-0.0757,-0.4473,1.4941,-184.8755,51.3306,-25.7568,0,0
63.035,-0.0425,-0.4229,1.5605,-190.2466,66.2842,-24.231,0,0
63.04,-0.2021,-0.2656,1.4111,-201.7822,71.3501,-26.2451,0,0
63.045,-0.2148,0.5298,1.1226,-245.1172,60.4858,-24.9023,0,0
63.05,-0.0063,0.083,1.5825,-213.623,107.4829,-19.5923,0,0
63.055,-0.1255,-0.3667,1.6646,-210.144,103.7598,-23.8647,0,0
63.06,-0.1353,-0.4473,1.7729,-200.4395,77.5757,-28.3203,0,0
63.065,-0.0044,-0.3403,1.9243,-198.2422,77.0874,-29.7852,0,0
63.07,-0.0352,-0.3101,1.9082,-195.8008,91.6748,-32.7759,0,0
63.075,-0.1011,-0.2036,1.9424,-191.4673,82.4585,-36.6821,0,0
63.08,-0.0278,-0.2261,2.2251,-182.9834,80.8716,-40.8325,0,0
63.085,-0.0425,-0.1978,2.3306,-179.2603,83.6182,-47.0581,0,0
63.09,-0.0522,-0.1968,2.4497,-172.0581,89.5996,-52.4902,0,0
63.095,-0.0776,-0.2192,2.4448,-161.438,90.9424,-57.8003,0,0
63.1,-0.0938,-0.1851,2.4927,-154.1748,89.6606,-65.0635,0,0
63.105,-0.1133,-0.2261,2.5283,-144.2871,99.7314,-70.6177,0,0
63.11,-0.2227,-0.2324,2.4829,-134.8267,99.3042,-76.355,0,0
63.115,-0.2842,-0.2563,2.4839,-124.3896,92.9565,-80.4443,0,0
63.12,-0.3403,-0.3013,2.4453,-114.9292,89.5386,-85.3271,0,0
63.125,-0.3906,-0.3315,2.4248,-107.666,86.6089,-83.9233,0,0
63.13,-0.4634,-0.3994,2.439,-100.1587,83.9844,-82.7637,0,0
63.135,-0.5508,-0.4492,2.415,-91.8579,76.9043,-80.8105,0,0
63.14,-0.624,-0.4941,2.3799,-84.1064,68.1152,-77.6978,0,0
63.145,-0.667,-0.4902,2.3081,-77.8809,60.791,-72.6929,0,0
63.15,-0.7124,-0.5049,2.2554,-75.0122,52.9785,-64.9414,0,0
63.155,-0.7305,-0.5103,2.2251,-71.0449,46.1426,-55.6641,0,0
63.16,-0.7363,-0.5063,2.1982,-68.1763,37.9639,-45.4102,0,0
63.165,-0.7275,-0.5068,2.1597,-63.4766,28.7476,-35.8276,0,0
63.17,-0.6836,-0.4785,2.147,-59.7534,20.752,-25.6958,0,0
63.175,-0.6323,-0.4448,2.1445,-57.4341,16.6626,-16.4795,0,0
63.18,-0.5845,-0.4063,2.1426,-54.9927,12.5732,-8.9722,0,0
63.185,-0.5244,-0.3657,2.1406,-52.5513,8.7891,-3.0518,0,0
63.19,-0.4609,-0.3374,2.1216,-50.1709,6.1646,1.1597,0,0
63.195,-0.397,-0.3042,2.0879,-47.9126,4.9438,3.2349,0,0
63.2,-0.3428,-0.2651,2.0693,-46.2036,5.6152,4.6387,0,0
63.205,-0.3042,-0.2393,2.0483,-44.6167,7.0801,5.0049,0,0
63.21,-0.2739,-0.2095,2.0254,-43.1519,7.9346,4.6997,0,0
63.215,-0.2427,-0.1782,1.9917,-41.5039,9.4604,3.9673,0,0
63.22,-0.2173,-0.1611,1.9585,-40.9546,11.2915,2.1973,0,0
63.225,-0.2046,-0.1523,1.9199,-39.3677,13.0615,0.6714,0,0
63.23,-0.1997,-0.1636,1.8931,-39.1846,13.6719,-1.6479,0,0
63.235,-0.2271,-0.1528,1.8496,-38.8794,12.9395,-4.3945,0,0
63.24,-0.2256,-0.1284,1.8257,-37.1704,11.2915,-4.8828,0,0
63.245,-0.2163,-0.1367,1.8262,-35.8887,10.3149,-5.6152,0,0
63.25,-0.231,-0.1357,1.7988,-33.4473,7.8125,-5.9814,0,0
63.255,-0.2344,-0.1328,1.7915,-29.9683,4.0283,-5.5542,0,0
63.26,-0.2373,-0.1265,1.7861,-25.6958,1.4038,-4.5776,0,0
63.265,-0.2456,-0.1445,1.7681,-20.9351,-2.2583,-2.6245,0,0
63.27,-0.2441,-0.1401,1.7549,-15.9912,-5.7983,-0.1221,0,0
63.275,-0.2334,-0.1348,1.7412,-10.9863,-8.9722,2.6245,0,0
63.28,-0.2207,-0.1245,1.7227,-5.3711,-10.9863,5.6763,0,0
63.285,-0.2046,-0.1187,1.6919,-0.061,-12.8784,8.4229,0,0
63.29,-0.1831,-0.1118,1.6655,4.3335,-14.7705,11.1694,0,0
63.295,-0.1572,-0.1147,1.6387,9.3384,-14.7095,13.0005,0,0
63.3,-0.1416,-0.1025,1.5938,13.5498,-14.5264,15.3809,0,0
63.305,-0.1138,-0.083,1.5576,17.8223,-14.1602,16.3574,0,0
63.31,-0.0894,-0.0615,1.5161,20.4468,-13.1836,16.7847,0,0
63.315,-0.041,0.0234,1.4858,24.353,-10.498,20.9961,0,0
63.32,-0.0356,-0.0259,1.4492,26.1841,-7.2021,16.2354,0,0
63.325,-0.0562,-0.0396,1.3892,29.2969,-4.4556,16.2964,0,0
63.33,-0.0176,-0.0483,1.375,30.5176,-3.9673,15.5029,0,0
63.335,0.0044,-0.0562,1.3496,31.311,1.0986,14.5264,0,0
63.34,0.0107,-0.0605,1.2969,30.9448,6.1646,13.6108,0,0
63.345,0.019,-0.0708,1.2583,31.7993,8.8501,12.146,0,0
63.35,0.0381,-0.0791,1.2222,31.7383,10.6201,10.437,0,0
63.355,0.0488,-0.0752,1.1831,31.4331,14.1602,8.9722,0,0
63.36,0.0537,-0.0781,1.1382,30.8838,16.7236,7.0801,0,0
63.365,0.0522,-0.0723,1.0962,30.8228,17.4561,5.127,0,0
63.37,0.0571,-0.0752,1.0605,30.7007,17.5171,3.1738,0,0
63.375,0.0591,-0.0713,1.0239,30.2124,18.0664,1.1597,0,0
63.38,0.0527,-0.0664,0.9897,29.7241,17.4561,-0.9155,0,0
63.385,0.0498,-0.0659,0.959,29.0527,16.1133,-2.9907,0,0
63.39,0.0459,-0.0649,0.9365,28.3813,14.4653,-5.127,0,0
63.395,0.043,-0.0752,0.9146,28.0762,12.3291,-6.897,0,0
63.4,0.0366,-0.0781,0.894,27.5269,10.8032,-8.667,0,0
63.405,0.0278,-0.0815,0.873,27.2217,8.0566,-10.498,0,0
63.41,0.0181,-0.0923,0.8613,26.7334,5.3101,-11.9019,0,0
63.415,0.0088,-0.105,0.8564,26.062,3.3569,-13.0615,0,0
63.42,-0.0029,-0.1143,0.8516,25.3906,1.5259,-13.7939,0,0
63.425,-0.0122,-0.1196,0.8506,24.7803,-0.3052,-13.9771,0,0
63.43,-0.0146,-0.1333,0.8589,24.1089,-1.2817,-14.4653,0,0
63.435,-0.0176,-0.1411,0.8687,23.4985,-1.0376,-14.2212,0,0
63.44,-0.02,-0.1523,0.8735,22.2168,-0.061,-14.2212,0,0
63.445,-0.0244,-0.1543,0.8853,21.0571,1.0986,-13.9771,0,0
63.45,-0.0181,-0.1572,0.895,20.0806,3.0518,-13.7939,0,0
63.455,-0.0176,-0.1558,0.9019,18.5547,6.4087,-14.2212,0,0
63.46,-0.0171,-0.1616,0.915,17.0898,10.3149,-14.4653,0,0
63.465,-0.0229,-0.1685,0.9238,16.0522,14.4653,-14.7705,0,0
63.47,-0.0283,-0.1812,0.9287,14.7705,19.2261,-15.0146,0,0
63.475,-0.0317,-0.1826,0.9263,14.0381,23.6206,-15.3198,0,0
63.48,-0.0435,-0.1929,0.9155,12.3291,28.3813,-15.4419,0,0
63.485,-0.0527,-0.1875,0.8994,11.1084,32.2876,-15.564,0,0
63.49,-0.064,-0.1831,0.8848,9.9487,35.3394,-15.5029,0,0
63.495,-0.0737,-0.1895,0.8735,8.3008,37.7808,-15.2588,0,0
63.5,-0.0879,-0.1982,0.855,6.897,39.4897,-14.7095,0,0
63.505,-0.1055,-0.2065,0.8389,6.2866,39.2456,-13.7939,0,0
63.51,-0.1138,-0.2095,0.8193,5.6763,37.9639,-13.0005,0,0
63.515,-0.125,-0.2075,0.8003,4.9438,35.8887,-11.6577,0,0
63.52,-0.1338,-0.2104,0.7808,4.1504,32.7148,-10.498,0,0
63.525,-0.1426,-0.2109,0.7778,3.3569,28.3813,-9.4604,0,0
63.53,-0.1445,-0.2163,0.7817,3.1128,23.5596,-8.4229,0,0
63.535,-0.1475,-0.2163,0.7827,2.9297,18.9209,-7.3242,0,0
63.54,-0.146,-0.2153,0.7905,2.8076,14.0991,-6.2866,0,0
63.545,-0.1406,-0.2109,0.7998,2.4414,9.5825,-5.3711,0,0
63.55,-0.1406,-0.207,0.8105,1.9531,5.9204,-4.5776,0,0
63.555,-0.1367,-0.2051,0.8218,1.6479,2.6245,-4.0283,0,0
63.56,-0.1299,-0.2031,0.8311,0.9155,-0.061,-3.479,0,0
63.565,-0.1255,-0.1978,0.8486,0.3052,-2.1973,-2.9297,0,0
63.57,-0.1191,-0.2012,0.8643,-0.6714,-3.418,-2.4414,0,0
63.575,-0.1167,-0.2065,0.8804,-1.8311,-4.1504,-1.8921,0,0
63.58,-0.1162,-0.2041,0.8926,-2.8076,-4.5776,-1.8311,0,0
63.585,-0.1187,-0.2031,0.9102,-3.7231,-4.3945,-1.3428,0,0
63.59,-0.1191,-0.2085,0.9243,-5.0049,-3.54,-0.7935,0,0
63.595,-0.125,-0.2139,0.936,-5.9204,-2.0752,-0.1831,0,0
63.6,-0.1304,-0.2183,0.9458,-6.4087,-1.0376,0.7935,0,0
63.605,-0.1348,-0.2192,0.9512,-7.2632,-0.1221,1.9531,0,0
63.61,-0.1382,-0.2188,0.9556,-7.5073,1.0376,3.1738,0,0
63.615,-0.1401,-0.2104,0.9565,-7.6904,2.0142,4.5776,0,0
63.62,-0.1372,-0.2065,0.9517,-7.8735,2.5024,5.6763,0,0
63.625,-0.1357,-0.2041,0.9517,-7.8125,2.4414,6.8359,0,0
63.63,-0.1333,-0.2051,0.9512,-7.7515,2.5635,7.9346,0,0
63.635,-0.1309,-0.2002,0.9492,-7.3853,2.5635,9.0942,0,0
63.64,-0.1187,-0.189,0.9517,-7.3242,2.1362,10.0098,0,0
63.645,-0.1079,-0.1797,0.9556,-6.897,1.6479,10.2539,0,0
63.65,-0.0991,-0.1772,0.9526,-6.5308,1.4648,10.2539,0,0
63.655,-0.0879,-0.1738,0.9604,-6.2256,1.0986,10.437,0,0
63.66,-0.0796,-0.1699,0.9609,-6.4087,0.9766,10.0708,0,0
63.665,-0.0767,-0.1655,0.96,-6.2256,1.4648,10.1318,0,0
63.67,-0.0923,-0.0688,0.9531,-6.8359,1.1597,18.1885,0,0
63.675,-0.0557,-0.1055,0.9634,-6.7139,3.2349,9.7046,0,0
63.68,-0.063,-0.1431,0.9668,-6.897,3.7842,7.9956,0,0
63.685,-0.0562,-0.1465,0.9658,-7.5684,2.4414,6.897,0,0
63.69,-0.0405,-0.1455,0.9839,-8.0566,3.7842,5.9204,0,0
63.695,-0.0391,-0.1465,0.9854,-9.3384,7.1411,4.9438,0,0
63.7,-0.0493,-0.1455,0.9902,-10.3149,8.606,3.7842,0,0
63.705,-0.0493,-0.147,1.0029,-10.9253,9.8267,2.9297,0,0
63.71,-0.0483,-0.1543,1.0171,-11.7188,12.5122,2.5024,0,0
63.715,-0.0576,-0.1572,1.0151,-12.3291,15.5029,1.0986,0,0
63.72,-0.0723,-0.1567,1.0049,-12.5122,16.4795,0.061,0,0
63.725,-0.0771,-0.1602,0.9985,-12.3901,16.9067,-0.4272,0,0
63.73,-0.083,-0.1606,0.9912,-12.6343,18.1885,-0.7935,0,0
63.735,-0.0962,-0.1621,0.981,-13.0615,18.6157,-1.0376,0,0
63.74,-0.1099,-0.1631,0.978,-12.7563,17.395,-1.0986,0,0
63.745,-0.1157,-0.1621,0.9795,-12.2681,15.686,-0.7935,0,0
63.75,-0.126,-0.1631,0.9731,-11.6577,14.4043,-0.1221,0,0
63.755,-0.1284,-0.1563,0.9731,-11.2305,12.4512,0.3662,0,0
63.76,-0.1328,-0.1528,0.9717,-10.498,9.7656,0.7324,0,0
63.765,-0.1323,-0.1528,0.9731,-9.7656,7.1411,1.0986,0,0
63.77,-0.1323,-0.1479,0.9805,-8.9722,4.6387,1.2207,0,0
63.775,-0.1328,-0.144,0.9858,-8.2397,2.4414,1.3428,0,0
63.78,-0.1279,-0.1465,1.0015,-7.5684,0.7935,1.1597,0,0
63.785,-0.1294,-0.1421,1.0151,-6.958,0.1221,0.9766,0,0
63.79,-0.127,-0.1431,1.0288,-6.7139,0.1831,0.7935,0,0
63.795,-0.127,-0.145,1.0361,-6.5918,1.0986,0.4883,0,0
63.8,-0.1304,-0.144,1.0425,-6.897,2.0752,0.061,1,0
63.805,-0.1318,-0.147,1.0469,-7.1411,3.2349,-0.4272,1,0
63.81,-0.1396,-0.1533,1.0508,-7.2632,4.7607,-1.0986,1,0
63.815,-0.1484,-0.1587,1.0552,-7.2021,5.7983,-1.6479,1,0
63.82,-0.1616,-0.167,1.0625,-6.897,6.7139,-1.9531,1,0
63.825,-0.1792,-0.166,1.064,-6.2866,6.958,-2.0752,1,0
63.83,-0.1943,-0.166,1.0542,-5.4932,7.019,-1.77,1,0
63.835,-0.2148,-0.165,1.0386,-4.6387,6.2866,-0.9766,1,0
63.84,-0.2349,-0.1738,1.0229,-4.4556,4.5776,-0.2441,1,0
63.845,-0.2607,-0.1558,1.0039,-3.54,2.0142,0.5493,1,0
63.85,-0.2734,-0.1489,0.9951,-3.479,-0.8545,2.0752,1,0
63.855,-0.2871,-0.1401,0.9971,-3.7231,-4.3335,3.54,1,0
63.86,-0.2979,-0.1387,0.9966,-4.2725,-7.7515,4.7607,1,0
63.865,-0.3076,-0.1333,1.0068,-4.6997,-11.5356,5.9204,1,0
63.87,-0.3125,-0.144,1.0298,-5.7373,-14.8926,7.2021,1,0
63.875,-0.314,-0.1128,1.0513,-5.9814,-18.2495,7.9346,1,0
63.88,-0.3257,-0.0986,1.0718,-7.019,-19.7754,8.9111,1,0
63.885,-0.3174,-0.0947,1.125,-8.3008,-20.3857,9.5215,1,0
63.89,-0.3208,-0.1006,1.1792,-9.3994,-19.5313,9.8877,1,0
63.895,-0.3267,-0.1162,1.2397,-10.498,-17.0898,10.1929,1,0
63.9,-0.3359,-0.2134,1.2617,-7.6294,-13.916,11.4746,1,0
63.905,-0.3496,-0.061,1.2524,-21.9116,-22.1558,6.5308,1,0
63.91,-0.3643,-0.0654,1.3447,-9.5215,-2.0752,12.2681,1,0
63.915,-0.4292,-0.0625,1.2866,-13.3057,-5.9814,11.1694,1,0
63.92,-0.4053,-0.1104,1.4019,-8.1787,-6.5918,12.146,1,0
63.925,-0.4224,-0.0957,1.4087,-8.5449,-0.7935,13.2446,1,0
63.93,-0.459,-0.1313,1.4272,-6.6528,4.2114,14.6484,1,0
63.935,-0.5088,-0.124,1.4038,-4.5166,2.6855,16.2964,1,0
63.94,-0.5166,-0.1299,1.4307,-2.1973,1.2817,18.4326,1,0
63.945,-0.5366,-0.1226,1.4502,-1.3428,4.0283,21.1792,1,0
63.95,-0.5771,-0.1313,1.4678,-0.1831,5.5542,24.0479,1,0
63.955,-0.6143,-0.1372,1.5,2.0752,4.7607,27.6489,1,0
63.96,-0.6309,-0.1367,1.5259,4.4556,5.0659,31.6772,1,0
